	code	name	changepercent	trade	open	high	low	settlement	volume	turnoverratio	amount	per	pb	mktcap	nmc
3864	000780	*ST平能	1.679	4.24	4.1	4.37	3.98	4.17	18103066	1.78477	74339267	-53.0	1.185	430065.881376	430065.881376
3865	000779	甘咨询	-0.535	9.29	9.3	9.47	9.19	9.34	848500	0.48477000000000003	7911885	11.339	1.733	353327.051222	162603.842663
3866	000778	新兴铸管	-1.333	3.7	3.74	3.75	3.68	3.75	25146050	0.64727	93302399	9.864	0.673	1476625.66512	1437416.93236
3867	000777	中核科技	5.727	14.4	13.61	14.48	13.5	13.62	18275721	4.76667	258693825	40.666	3.734	552121.33392	552105.43344
3868	000776	广发证券	1.069	17.02	16.83	17.24	16.75	16.84	101775463	1.7193900000000002	1735022137	17.192	1.349	12971091.204128	10074634.071728
3869	000768	中航西飞	4.397	37.04	35.61	37.75	35.4	35.48	65230916	2.35608	2388944062	180.243	6.134	10255061.342984	10254990.133584
3870	000767	晋控电力	-3.641	3.44	3.52	3.58	3.35	3.57	110389129	3.79045	382176684	155.656	1.359	1058468.123336	1001830.364768
3871	000766	通化金马	-1.538	3.2	3.18	3.29	3.13	3.25	10121401	1.43161	32283183	-1.517	1.251	309278.30624	226238.6304
3872	000762	西藏矿业	6.069	18.7	17.35	19.39	17.21	17.63	54472097	10.4594	1003014617	115.361	4.822	973931.9788	973887.61866
3873	000761	本钢板材	-0.656	3.03	3.04	3.05	3.02	3.05	1873005	0.05389000000000001	5678253	21.189	0.593	1174237.574196	1053037.574196
3874	000760	*ST斯太	0.0	0.0	0.0	0.0	0.0	1.47	0	0.0	0	73.5	3.729	113461.160316	96203.307396
3875	000759	中百集团	1.8519999999999999	6.05	5.96	6.05	5.83	5.94	3785458	0.5561900000000001	22405339	605.0	1.276	412018.0075	411769.16616
3876	000758	中色股份	-2.471	5.13	5.21	5.32	5.09	5.26	80359523	4.08083	418182584	-9.532	2.112	1010291.131512	1010196.486603
3877	000757	浩物股份	-2.01	3.9	3.98	3.99	3.9	3.98	5175000	1.01239	20333780	16.957	1.56	259238.65929	199355.26182
3878	000756	新华制药	-4.219	8.4	8.77	8.85	8.38	8.77	3066107	0.7104	26058796	17.5	1.679	526988.65548	362547.0198
3879	000755	山西路桥	-4.308	3.11	3.24	3.24	3.09	3.25	2989841	0.6371300000000001	9412535	9.74	1.295	145941.297131	145941.297131
3880	000753	漳州发展	-4.444	2.58	2.67	2.69	2.58	2.7	6746240	0.68042	17603253	24.689	1.062	255802.116318	255802.116318
3881	000752	*ST西发	-3.581	3.5	3.62	3.69	3.45	3.63	1680130	0.637	5919925	-2.769	-41.032	92315.47185	92315.47185
3882	000751	锌业股份	0.9580000000000001	3.16	3.11	3.21	3.04	3.13	27674271	1.9629	86664733	22.571	1.608	445518.692164	445518.534164
3883	000750	国海证券	-0.375	5.31	5.3	5.39	5.26	5.33	99022027	1.81875	527534370	44.25	1.549	2891043.047934	2891040.538959
3884	000739	普洛药业	-1.712	24.68	25.12	25.28	24.54	25.11	14505673	1.23096	358566192	52.555	6.9190000000000005	2908595.978256	2908287.920028
3885	000738	航发控制	-0.9580000000000001	23.77	24.03	24.75	23.66	24.0	34710444	3.02981	842791239	96.823	4.5600000000000005	2723191.863573	2723168.152998
3886	000737	ST南风	0.0	4.71	4.95	4.95	4.71	4.71	7852502	1.4309500000000002	38071106	-53.22	5.305	258465.96	258465.96
3887	000736	中交地产	-2.769	6.32	6.5	6.52	6.22	6.5	4096881	0.58911	25953952	6.257	1.47	439514.091448	439512.859048
3888	000735	罗 牛 山	1.408	8.64	8.66	8.8	8.56	8.52	26730856	2.32263	232151248	331.034	2.402	994907.731392	994366.202976
3889	000733	振华科技	2.99	62.35	60.0	63.66	59.0	60.54	13220160	2.56799	815728348	107.853	5.62	3209813.02823	3209813.02823
3890	000732	泰禾集团	-4.459	3.0	3.13	3.14	2.99	3.14	34021333	1.36847	103738202	9.025	0.423	746670.432	745822.9188
3891	000731	四川美丰	-0.86	4.61	4.65	4.68	4.6	4.65	4396267	0.74326	20302117	31.575	0.9580000000000001	272674.286272	272674.286272
3892	000729	燕京啤酒	-1.395	7.07	7.11	7.28	7.05	7.17	30553209	1.21753	218297319	86.22	1.471	1992707.314087	1774176.569347
3893	000728	国元证券	-0.11900000000000001	8.36	8.36	8.48	8.3	8.37	34796278	0.81086	291605659	30.963	1.117	3648118.316876	3587517.77538
3894	000727	*ST东科	0.0	2.44	2.44	2.44	2.42	2.44	23267913	0.79395	56500556	-1.959	3.455	1105214.34312	715080.041552
3895	000726	鲁 泰Ａ	-0.654	6.08	6.11	6.11	5.98	6.12	4334849	0.77258	26115469	5.477	0.68	521744.451776	341141.287552
3896	000725	京东方Ａ	-1.1219999999999999	7.05	7.16	7.24	6.95	7.13	1131113902	3.37274	7979646611	141.0	2.827	24532871.127915	23643542.46312
3897	000723	美锦能源	-0.658	6.04	6.08	6.23	5.98	6.08	66693202	1.76719	407311621	26.261	2.854	2463168.203408	2279478.768484
3898	000722	湖南发展	-3.758	5.89	6.11	6.11	5.87	6.12	5032817	1.08429	30095497	19.633	0.901	273389.228098	273389.228098
3899	000721	西安饮食	-1.064	3.72	3.74	3.79	3.7	3.76	4435000	1.01731	16527868	-39.365	3.482	185648.80224	162174.43974
3900	000720	新能泰山	-1.9609999999999999	3.5	3.54	3.58	3.48	3.57	5250389	0.60806	18482973	8.986	1.881	451377.8367	302211.0
3901	000719	中原传媒	-2.332	6.7	6.83	6.87	6.63	6.86	4642828	0.6959200000000001	31316896	8.272	0.802	685546.51183	446988.85381
3902	000718	苏宁环球	3.504	3.84	3.66	4.08	3.59	3.71	80714913	3.52593	309194585	9.467	1.415	1165300.371456	879046.043904
3903	000717	韶钢松山	0.0	4.06	4.06	4.08	4.03	4.06	14289810	0.5906	57926908	5.3870000000000005	1.109	982326.91046	982326.91046
3904	000716	黑芝麻	-1.5819999999999999	3.11	3.14	3.15	3.1	3.16	5037830	0.7574400000000001	15715218	69.111	0.859	231383.86005	206849.417437
3905	000715	中兴商业	-2.727	4.28	4.4	4.4	4.25	4.4	1525696	0.36758	6571686	11.568	1.215	177927.70632	177645.463432
3906	000713	丰乐种业	10.007	15.28	13.58	15.28	13.25	13.89	74792369	18.7333	1077519413	114.457	3.9859999999999998	670153.493112	610051.344336
3907	000712	锦龙股份	-1.384	15.68	15.8	16.05	15.51	15.9	21389533	2.6871400000000003	338080725	196.0	3.98	1404928.0	1248122.977696
3908	000711	京蓝科技	-3.556	2.17	2.24	2.25	2.17	2.25	5454220	0.66364	11989686	-2.107	0.529	222135.916072	178344.710642
3909	000710	贝瑞基因	-3.15	37.82	39.96	41.25	37.01	39.05	12446334	4.18955	483684533	34.382	5.761	1341119.38143	1123559.014518
3910	000709	河钢股份	-2.315	2.11	2.16	2.17	2.1	2.16	39008711	0.36742	83148731	10.55	0.455	2240526.256772	2240164.338811
3911	000708	中信特钢	0.0	27.27	27.34	27.76	26.93	27.27	4545109	0.36096	124433399	15.066	5.159	13763560.141791	3433718.818323
3912	000707	ST双环	-5.116	2.04	2.16	2.21	2.04	2.15	5675700	1.22283	11942913	83.951	-7.867	94685.73606	94685.43006
3913	000705	浙江震元	-1.325	6.7	6.8	6.81	6.66	6.79	1248800	0.44286000000000003	8387007	10.635	1.286	223862.60162	188929.03813
3914	000703	恒逸石化	-0.068	14.63	14.78	15.25	14.52	14.64	63230279	1.87122	942239439	12.947	2.147	5386247.230441	4943614.056766
3915	000702	正虹科技	-3.955	5.1	5.29	5.29	5.07	5.31	12464663	4.67481	64135657	145.299	2.517	135983.63376	135983.63376
3916	000701	厦门信达	-5.133	4.62	4.81	4.81	4.38	4.87	5743038	1.4128500000000002	26740043	-0.722	11.032	193445.431872	187796.604072
3917	000700	模塑科技	-3.276	5.61	5.81	5.81	5.57	5.8	19613145	2.43013	111080859	45.61	1.979	514466.614629	452773.066515
3918	000698	沈阳化工	9.351	5.73	5.3	5.76	5.09	5.24	78337198	9.97049	430087298	-6.297	1.255	469581.748335	450200.899452
3919	000697	炼石航空	-1.907	10.8	10.98	11.41	10.75	11.01	11378178	1.97233	125446532	-4.684	5.435	725345.34372	623039.83164
3920	000695	滨海能源	-3.495	4.97	5.16	5.16	4.92	5.15	3156100	1.42345	15758964	82.833	3.028	110407.326883	110195.505483
3921	000692	惠天热电	-1.859	2.64	2.67	2.74	2.61	2.69	3482200	0.65358	9243850	-12.177	1.4969999999999999	140667.905664	140655.472056
3922	000691	亚太实业	9.959	5.41	4.44	5.41	4.43	4.92	17896400	6.16084	86769397	-171.746	18.234	174889.07	157153.0883
3923	000690	宝新能源	4.264	7.58	7.29	7.67	7.22	7.27	56760095	2.72345	426330997	18.488	1.57	1649322.999396	1579765.105898
3924	000688	国城矿业	0.223	8.97	8.97	9.08	8.76	8.95	8968279	0.78856	79986206	58.322	4.6129999999999995	1020157.484658	1020153.609618
3925	000687	*ST华讯	0.5680000000000001	1.77	1.84	1.85	1.76	1.76	9343085	1.24101	16882186	-1.188	-2.225	135617.287074	133256.994552
3926	000686	东北证券	-0.648	9.2	9.22	9.32	9.18	9.26	18769204	0.80195	173304908	21.395	1.32	2153216.6818	2153216.6818
3927	000685	中山公用	-0.493	8.08	8.11	8.14	8.05	8.12	5165790	0.4122	41787405	11.38	0.865	1191889.971608	1012609.765664
3928	000683	远兴能源	-2.392	2.04	2.08	2.09	2.04	2.09	21137963	0.62143	43695929	11.333	0.79	763956.538164	693907.918416
3929	000682	东方电子	-3.888	4.45	4.62	4.64	4.43	4.63	11209296	1.14612	50559918	24.722	1.755	596623.518115	435220.121525
3930	000681	视觉中国	-1.842	14.39	14.55	14.66	14.15	14.66	9039980	1.36108	130156440	46.019	3.183	1008130.930404	955750.800852
3931	000680	山推股份	2.941	4.2	4.06	4.34	4.02	4.08	92043734	8.70832	386922128	91.904	1.505	521130.79662	443924.48226
3932	000679	*ST友谊	2.013	3.04	2.98	3.05	2.95	2.98	759566	0.21316000000000002	2262236	-3.304	1.6520000000000001	108345.6	108325.585552
3933	000678	襄阳轴承	-1.98	4.95	5.15	5.15	4.84	5.05	7180200	1.56223	35657466	165.0	2.007	227507.839515	227507.839515
3934	000677	恒天海龙	-4.348	2.64	2.75	2.77	2.64	2.76	6731686	0.77915	18058674	321.951	8.0	228090.178272	228090.178272
3935	000676	智度股份	-0.765	5.19	5.23	5.3	5.13	5.23	16244489	1.5876700000000001	84625103	10.515	1.041	688038.577665	531023.784585
3936	000673	*ST当代	-1.538	1.28	1.3	1.31	1.26	1.3	3698200	0.46842000000000006	4766056	-1.655	-4.096	101318.456576	101057.325824
3937	000672	上峰水泥	-3.4050000000000002	17.59	18.0	18.06	17.18	18.21	18655920	2.2929500000000003	326357463	6.014	2.294	1431157.353089	1431157.353089
3938	000671	阳 光 城	-2.315	6.33	6.42	6.45	6.31	6.48	24040434	0.59319	152380786	6.956	1.086	2618418.0462	2565373.312749
3939	000670	*ST盈方	0.0	0.0	0.0	0.0	0.0	2.25	0	0.0	0	-8.914	22500.0	183741.156	135409.3956
3940	000669	*ST金鸿	-3.093	1.88	1.93	1.94	1.88	1.94	4090200	0.60114	7803631	-0.974	0.861	127916.853836	127916.853836
3941	000668	荣丰控股	-1.767	13.9	14.23	14.35	13.75	14.15	1021800	0.6965800000000001	14315477	55.6	2.155	204110.2271	203896.86627
3942	000667	美好置业	-3.465	1.95	1.97	2.04	1.92	2.02	261347285	10.67894	515858695	74.427	0.6940000000000001	481062.783435	477226.35324
3943	000666	经纬纺机	-1.478	7.33	7.45	7.46	7.33	7.44	2265571	0.77195	16724098	10.471	0.5740000000000001	516127.29	215124.992445
3944	000665	湖北广电	-1.157	4.27	4.33	4.37	4.26	4.32	3672800	0.37408	15810347	38.818	0.646	419265.235746	419241.876711
3945	000663	*ST永林	-1.691	4.07	4.14	4.14	4.04	4.14	4291201	1.47293	17488273	-5.814	2.693	137030.359103	118574.668157
3946	000662	*ST天夏	0.0	0.0	0.0	0.0	0.0	0.55	0	0.0	0	-0.15	0.924	60120.37537	60113.940095
3947	000661	长春高新	5.435	492.38	467.08	496.33	467.08	467.0	6073132	1.6872	2962144668	47.944	19.65	19927617.63902	17723368.866756
3948	000659	珠海中富	-2.882	3.37	3.5	3.52	3.34	3.47	28638111	2.22743	97521377	239.007	6.072	433281.74924	433281.74924
3949	000657	中钨高新	6.047	7.19	6.82	7.23	6.82	6.78	38698874	4.08348	274880116	51.357	1.745	758034.827798	681392.29517
3950	000656	金科股份	-1.528	7.09	7.12	7.19	6.92	7.2	36510629	0.69333	258113696	6.752	1.284	3785858.513544	3733585.992554
3951	000655	金岭矿业	-2.865	6.78	6.9	7.06	6.75	6.98	12839103	2.1566	88406658	22.473	1.449	403640.67594	403640.67594
3952	000652	泰达股份	-4.98	4.77	5.01	5.01	4.76	5.02	32368274	2.19542	156833042	22.3	1.449	703848.727404	703268.274213
3953	000651	格力电器	-0.34900000000000003	60.02	60.23	60.79	59.7	60.23	52507666	0.8795400000000001	3157827877	14.603	3.146	36106416.729756	35831392.821668
3954	000650	仁和药业	-2.222	5.72	5.86	5.86	5.7	5.85	13021700	1.10317	74912432	13.302	1.748	800764.669848	675184.87894
3955	000639	西王食品	2.003	6.11	6.01	6.25	5.92	5.99	18333870	1.70496	112105159	-8.729	1.74	659530.566045	657022.129985
3956	000638	万方发展	-2.9699999999999998	4.9	5.03	5.05	4.86	5.05	5039902	1.62893	24752878	163.333	10.947	151606.0	151606.0
3957	000637	茂化实华	-1.302	3.79	3.85	3.88	3.76	3.84	1865351	0.50897	7101788	22.294	2.171	197032.759924	138901.592493
3958	000636	风华高科	5.095	36.1	34.0	36.18	33.81	34.35	37133351	4.1479	1311993311	95.0	5.347	3231791.53071	3231791.53071
3959	000635	英 力 特	-1.936	7.09	7.17	7.21	7.06	7.23	2695810	0.8894500000000001	19172372	41.706	0.806	214889.109818	214889.109818
3960	000633	合金投资	9.061	6.74	6.14	6.8	6.05	6.18	39979231	10.38141	258218080	-408.485	15.689	259561.695402	259560.178902
3961	000632	三木集团	-2.083	3.29	3.38	3.38	3.26	3.36	3223101	0.69242	10624398	37.217	1.115	153155.93853	153143.448374
3962	000631	顺发恒业	0.651	3.09	3.05	3.11	3.04	3.07	5789832	0.23802	17856067	12.36	1.151	751648.422912	751648.422912
3963	000630	铜陵有色	0.398	2.52	2.51	2.58	2.5	2.51	128241899	1.21829	325896896	31.5	1.4	2652686.393616	2652640.6977
3964	000629	攀钢钒钛	-1.932	2.03	2.07	2.07	2.02	2.07	59054759	0.7911600000000001	120561684	12.288	1.8359999999999999	1743718.479006	1515258.673726
3965	000628	高新发展	0.0	8.51	8.43	8.61	8.41	8.51	1952880	1.03887	16625285	25.327	2.415	299790.28	159971.26934
3966	000627	天茂集团	-2.558	4.19	4.31	4.31	4.18	4.3	14356356	0.32171000000000005	60677325	11.639	0.995	2070123.620135	1869789.245135
3967	000626	远大控股	8.364	14.64	13.39	14.86	13.39	13.51	9748252	2.10116	139553407	47.226	2.912	794768.856528	679217.5296
3968	000625	长安汽车	-1.5390000000000001	19.83	19.85	20.37	19.38	20.14	126562026	3.24464	2505914399	-36.055	2.002	10635614.613042	7734975.999027
3969	000623	吉林敖东	0.623	16.16	16.05	16.21	16.03	16.06	10824317	0.9330600000000001	174588207	13.389	0.8290000000000001	1879475.038144	1874698.412016
3970	000622	恒立实业	-2.77	3.51	3.6	3.6	3.49	3.61	6281201	1.4771400000000001	22123771	125.806	7.187	149254.326	149254.326
3971	000620	新华联	-5.83	2.1	2.21	2.22	2.1	2.23	13338034	0.7034100000000001	28547552	4.884	0.551	398304.9882	398200.2507
3972	000619	海螺型材	-1.109	5.35	5.46	5.46	5.22	5.41	3620931	1.00581	19115845	166.149	0.77	192600.0	192600.0
3973	000617	中油资本	-1.513	6.51	6.63	6.64	6.5	6.61	3226421	0.02552	21144568	7.57	0.9390000000000001	8229993.480429	8229993.480429
3974	000616	海航投资	4.889	2.36	2.26	2.48	2.23	2.25	45533938	3.18367	108874044	118.0	0.769	337535.3243	337535.3243
3975	000615	奥园美谷	-2.855	10.55	10.6	11.13	10.01	10.86	48486345	6.26589	513589095	527.5	4.735	824145.236545	816373.35855
3976	000613	大东海A	-9.932	3.99	3.99	3.99	3.99	4.43	2755800	1.0326	10995642	1900.0	20.825	145275.9	106485.0402
3977	000612	焦作万方	-4.7620000000000005	7.8	8.08	8.32	7.78	8.19	82560045	6.93166	662561679	87.64	1.9889999999999999	929915.52732	929024.57232
3978	000611	ST天首	-2.439	2.8	2.87	2.87	2.76	2.87	1274703	0.39916	3581775	75.881	2.472	94590.16616	89417.419
3979	000610	西安旅游	-0.9410000000000001	7.37	7.36	7.5	7.29	7.44	2955076	1.25537	21842320	-57.759	1.8519999999999999	174483.203037	173486.018453
3980	000609	中迪投资	-3.118	4.04	4.17	4.17	4.03	4.17	3352801	1.14821	13637902	40.4	0.795	120903.270888	117969.079488
3981	000608	阳光股份	-3.257	2.97	2.97	3.07	2.93	3.07	7065510	0.9423600000000001	21112976	-27.0	0.793	222724.252773	222681.603573
3982	000607	华媒控股	-2.394	3.67	3.45	3.8	3.45	3.76	5996360	0.67766	21910579	183.5	2.2560000000000002	373495.31647	324743.608623
3983	000606	顺利办	-3.759	2.56	2.66	2.66	2.55	2.66	9534898	1.34826	24615636	-1.929	1.125	196044.634368	181043.611136
3984	000605	渤海股份	-1.154	5.14	5.2	5.22	5.12	5.2	924560	0.27542	4763940	51.4	0.897	181266.5204	172546.510914
3985	000603	盛达资源	-4.71	13.15	13.67	13.79	13.03	13.8	16898342	2.9195200000000003	224507931	20.231	4.171	907309.68999	761128.200225
3986	000601	韶能股份	-3.89	5.93	6.16	6.16	5.9	6.17	10283824	0.9523900000000001	61707225	16.027	1.326	640767.139717	640313.280051
3987	000600	建投能源	-2.605	4.86	4.99	5.0	4.82	4.99	12735074	1.16831	62251629	13.613	0.721	870730.418736	529761.445236
3988	000599	青岛双星	-2.961	4.26	4.39	4.4	4.23	4.39	6857399	0.8932500000000001	29418696	-12.909	1.038	350282.433258	327035.574492
3989	000598	兴蓉环境	-1.7389999999999999	4.52	4.59	4.6	4.51	4.6	10815474	0.36218	49157126	12.556000000000001	1.123	1349770.808104	1349770.808104
3990	000597	东北制药	2.574	5.18	5.05	5.33	4.98	5.05	9033879	0.7207600000000001	46729555	27.263	1.7650000000000001	699663.882568	649255.510288
3991	000596	古井贡酒	10.0	256.29	232.95	256.29	230.9	232.99	4801838	1.2517800000000001	1206368905	61.46	13.27	12906764.4	9831284.4
3992	000595	*ST宝实	-0.46900000000000003	2.12	2.14	2.14	2.08	2.13	4538320	0.39931000000000005	9541299	-5.171	6.132	243481.653592	240946.277964
3993	000593	大通燃气	-4.95	4.8	5.03	5.03	4.8	5.05	10880408	3.03744	52881536	41.739	1.7530000000000001	172142.88432	171940.70112
3994	000592	平潭发展	-2.0	2.45	2.5	2.51	2.43	2.5	27308436	1.42689	66946252	191.406	1.46	473286.31854	468892.494175
3995	000591	太阳能	4.348	7.44	7.12	7.78	7.0	7.13	310109002	15.22307	2292733436	24.554	1.6	2237280.935808	1515601.603176
3996	000590	启迪药业	-3.823	8.05	8.31	8.33	7.98	8.37	1395401	0.5829300000000001	11327523	45.429	3.005	192774.369935	192697.862735
3997	000589	贵州轮胎	-5.474	7.08	7.35	7.44	7.07	7.49	63824674	8.23051	462027473	41.647	1.3820000000000001	564693.227232	549028.727232
3998	000587	*ST金洲	0.962	1.05	1.03	1.06	1.0	1.04	7973570	0.65734	8215038	-0.361	-0.9520000000000001	222993.67965	127366.24425
3999	000586	汇源通信	2.165	7.08	6.85	7.08	6.85	6.93	2992700	1.54709	20895509	163.51	5.407	136955.52	136955.52
4000	000585	*ST东电	-3.086	1.57	1.61	1.63	1.56	1.62	2993739	0.49124000000000007	4766874	-31.4	10.537	137119.09	95679.093546
4001	000584	哈工智能	-4.823	5.92	6.2	6.2	5.91	6.22	9429010	1.57579	56683203	88.756	1.903	450475.045584	354232.5092
4002	000582	北部湾港	-1.112	9.78	9.95	9.97	9.76	9.89	3685302	0.29091	36256960	16.3	1.596	1598237.383812	1238949.46122
4003	000581	威孚高科	-1.974	22.35	22.8	22.8	22.13	22.8	11821472	1.44703	264591043	9.933	1.272	2255004.52395	1825882.6689
4004	000576	甘化科工	-1.846	10.1	10.29	10.47	10.06	10.29	9351380	2.18501	95720368	45.909	2.394	447289.93724	432258.79
4005	000573	粤宏远Ａ	-2.593	2.63	2.68	2.7	2.61	2.7	4201598	0.6648000000000001	11143204	25.264	0.999	167867.798852	166217.533027
4006	000572	ST海马	0.376	2.67	2.66	2.71	2.64	2.66	11593347	0.70598	30879852	51.544	0.937	439117.925742	438455.444808
4007	000571	*ST大洲	-1.195	2.48	2.48	2.5	2.46	2.51	1087562	0.13484000000000002	2691193	-3.292	3.098	201887.872	200021.67696
4008	000570	苏常柴Ａ	-0.734	5.41	5.37	5.49	5.29	5.45	17436654	4.23863	94075016	135.25	1.397	303703.510366	222553.510366
4009	000568	泸州老窖	10.0	263.0	239.09	263.0	239.0	239.09	23918262	1.63342	6109499429	82.965	17.597	38522990.1188	38511262.3965
4010	000567	海德股份	-3.341	8.1	8.4	8.4	8.07	8.38	3146878	1.44453	25831054	47.066	1.195	519322.53006	176456.28141
4011	000566	海南海药	-10.0	7.2	8.0	8.01	7.2	8.0	31535633	2.6207000000000003	233436596	-60.0	2.144	961905.07008	866395.5516
4012	000565	渝三峡Ａ	-1.869	4.2	4.28	4.3	4.19	4.28	1817124	0.41909	7683136	28.0	1.56	182108.7324	182108.7324
4013	000564	供销大集	4.348	2.4	2.27	2.51	2.25	2.3	71997011	3.58927	171784638	-11.817	0.484	1435680.96576	481415.02344
4014	000563	陕国投Ａ	-1.695	3.48	3.52	3.53	3.46	3.54	21129760	0.5330400000000001	73856505	23.722	1.184	1379476.470408	1379476.470408
4015	000561	烽火电子	-1.808	7.06	7.2	7.29	6.99	7.19	9300223	1.55217	66339631	47.067	2.998	426912.778626	423018.669716
4016	000560	我爱我家	-4.966	4.21	4.38	4.4	4.14	4.43	47200678	2.20461	199877121	11.806000000000001	0.971	991665.858271	901359.247377
4017	000559	万向钱潮	-3.314	4.96	5.09	5.14	4.96	5.13	17039929	0.6189300000000001	85642818	26.105	2.013	1638680.506624	1365560.973504
4018	000558	莱茵体育	-9.938	2.9	2.99	3.08	2.9	3.22	86549490	6.71749	255714203	145.0	2.9450000000000003	373874.94521	373641.75766
4019	000557	西部创业	0.761	3.97	3.99	4.11	3.88	3.94	23325004	1.59989	93215310	132.333	1.1320000000000001	578974.769795	578792.730606
4020	000555	神州信息	1.754	15.08	14.83	15.28	14.72	14.82	12444312	1.28905	187635691	38.677	2.664	1471402.841116	1455807.402192
4021	000554	泰山石油	-3.052	4.13	4.26	4.26	4.12	4.26	6345299	1.7497	26430936	335.772	2.189	198567.64116	149774.331469
4022	000553	安道麦A	-1.5110000000000001	7.82	7.93	7.94	7.81	7.94	2657544	0.12207000000000001	20825930	69.081	0.835	1833102.858164	1702466.754502
4023	000552	靖远煤电	-3.191	2.73	2.79	2.8	2.7	2.82	28557945	1.25049	78244685	11.901	0.789	624343.09665	623461.364526
4024	000551	创元科技	-1.148	7.75	7.84	7.9	7.74	7.84	2026871	0.5066200000000001	15825062	27.679	1.63	310062.313875	310062.313875
4025	000550	江铃汽车	-4.208	19.35	19.83	20.39	19.3	20.2	14544517	2.80531	286041831	113.824	1.5470000000000002	1670319.09	1003226.2146
4026	000548	湖南投资	-1.877	3.66	3.72	3.72	3.65	3.73	1771750	0.35493	6507231	33.273	1.027	182712.986826	182703.104826
4027	000547	航天发展	0.388	25.9	26.0	27.28	25.72	25.8	53960639	4.47656	1429694917	61.667	5.177	4158042.06314	3121999.11317
4028	000546	金圆股份	-2.766	6.68	6.83	6.85	6.66	6.87	2875143	0.4176	19380416	9.543	1.059	477382.456528	459907.263904
4029	000545	金浦钛业	-3.39	2.85	2.94	2.95	2.82	2.95	50184284	5.23078	143549687	104.015	1.404	281247.43236	273429.88236
4030	000544	中原环保	-1.603	6.14	6.2	6.28	6.12	6.24	3918827	0.40206000000000003	24178180	12.792	0.969	598456.275632	598456.275632
4031	000543	皖能电力	-0.781	3.81	3.83	3.84	3.8	3.84	11401758	0.63683	43524752	9.769	0.594	863674.929111	682140.867618
4032	000541	佛山照明	-0.888	6.7	6.81	7.22	6.63	6.76	39933614	3.7550600000000003	276585472	31.134	1.803	937561.92318	712518.24556
4033	000540	中天金融	-1.053	2.82	2.85	2.85	2.81	2.85	25099683	0.36022000000000004	70996272	17.769	1.069	1975481.819478	1964924.111154
4034	000539	粤电力Ａ	-0.8310000000000001	3.58	3.59	3.6	3.57	3.61	3909844	0.15309	14004218	16.273	0.6940000000000001	1879601.666988	914298.72032
4035	000538	云南白药	0.461	139.39	138.5	142.33	137.03	138.75	11209522	1.8615300000000001	1563718812	42.497	4.67	17805724.835663	8393605.213623
4036	000537	广宇发展	-1.8900000000000001	5.71	5.8	5.81	5.7	5.82	5200978	0.30039000000000005	29813835	3.379	0.706	1063499.33112	988633.358743
4037	000536	*ST华映	-3.793	2.79	2.9	2.91	2.77	2.9	31058392	1.12405	87660954	-2.983	1.413	771723.152037	770900.021964
4038	000534	万泽股份	-3.226	14.7	15.15	15.3	14.65	15.19	4520063	0.9196300000000001	67115242	102.296	7.281	722924.09112	722516.16612
4039	000533	顺钠股份	-2.878	2.7	2.76	2.76	2.7	2.78	6840756	0.9987900000000001	18697848	675.0	2.997	186520.32	184923.648
4040	000532	华金资本	1.5150000000000001	10.72	10.62	10.98	10.4	10.56	4278002	1.24524	45577701	52.165	3.785	369527.34048	368285.327712
4041	000531	穗恒运Ａ	2.121	9.15	9.03	9.16	8.75	8.96	7763377	1.1332	70242388	15.255	1.242	626850.7803	626850.7803
4042	000530	冰山冷热	-2.542	3.45	3.53	3.53	3.45	3.54	7144814	1.19358	24820743	32.547	0.866	290908.314915	206519.07552
4043	000529	广弘控股	-2.857	6.12	6.3	6.31	6.1	6.3	3500319	0.6142200000000001	21567736	14.571	1.892	357279.68196	348769.238724
4044	000528	柳 工	0.0	0.0	0.0	0.0	0.0	8.19	0	0.0	0	11.87	1.086	1208779.606944	1197896.200956
4045	000526	紫光学大	-2.551	48.52	50.0	50.79	47.33	49.79	774900	0.8055500000000001	37378271	336.711	35.798	466738.659164	466738.659164
4046	000525	红 太 阳	-2.509	5.44	5.56	5.58	5.4	5.58	3801501	0.66169	20788777	117.749	0.6880000000000001	315940.442912	312536.066432
4047	000524	岭南控股	-0.584	6.81	6.95	7.0	6.76	6.85	2028800	0.30274	13916945	17.462	1.861	456412.054557	456365.249427
4048	000523	广州浪奇	-3.061	2.85	2.95	2.97	2.81	2.94	5356785	0.8544100000000001	15327572	28.5	2.463	178846.940625	178681.88316
4049	000521	长虹美菱	-5.312	4.1	4.31	4.33	4.04	4.33	65962961	7.57097	272687500	75.926	0.887	428285.13121	357217.09405
4050	000520	长航凤凰	-1.553	3.17	3.21	3.21	3.17	3.22	3271740	0.32327	10429507	99.686	7.622	320830.455235	320830.455235
4051	000519	中兵红箭	3.7560000000000002	11.05	10.6	11.05	10.44	10.65	66352046	4.76841	717756768	60.383	1.8170000000000002	1538777.67511	1537599.17714
4052	000518	四环生物	-4.338	4.41	4.56	4.58	4.4	4.61	25589775	2.48556	113871206	317.266	7.147	454034.293902	454025.240613
4053	000517	荣安地产	-3.136	2.78	2.85	2.85	2.77	2.87	18340457	0.74155	51171844	4.686	1.23	885130.45083	687562.058848
4054	000516	国际医学	-2.733	11.39	11.96	12.09	11.35	11.71	48546026	2.51673	562104971	-54.238	5.037	2245025.154978	2197056.605076
